Zona;Subzona;Canton;Presunta_Subinfraccion;Fecha de Detencion;Flagrante/Boleta;Sexo;Edad;Nacionalidad
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;12-01-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;VIOLACION;12-01-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;12-01-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;12-01-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;12-01-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;12-01-16;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;12-01-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;12-01-16;FLAGRANTE;MUJER;41;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;12-01-16;FLAGRANTE;MUJER;36;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;12-01-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;12-01-16;BOLETA;HOMBRE;42;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;12-01-16;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;13-01-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;13-01-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;13-01-16;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS;13-01-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;13-01-16;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;13-01-16;FLAGRANTE;MUJER;20;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;13-01-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;13-01-16;FLAGRANTE;HOMBRE;36;PERU
ZONA 9;DMQ;QUITO;ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS;13-01-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;13-01-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;13-01-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;FALSIFICACION;13-01-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;13-01-16;FLAGRANTE;HOMBRE;53;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;13-01-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;13-01-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;13-01-16;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;13-01-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;13-01-16;FLAGRANTE;MUJER;30;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;13-01-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;13-01-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;13-01-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;13-01-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;13-01-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;13-01-16;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;13-01-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;13-01-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;14-01-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;14-01-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;14-01-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;14-01-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;14-01-16;FLAGRANTE;MUJER;30;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;14-01-16;BOLETA;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;14-01-16;FLAGRANTE;HOMBRE;37;COLOMBIA
ZONA 9;DMQ;QUITO;FALSIFICACION;14-01-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;HOMICIDIO;14-01-16;FLAGRANTE;HOMBRE;49;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;14-01-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;14-01-16;FLAGRANTE;HOMBRE;58;COLOMBIA
ZONA 9;DMQ;QUITO;HURTO;14-01-16;FLAGRANTE;MUJER;29;COLOMBIA
ZONA 9;DMQ;QUITO;HURTO;14-01-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;14-01-16;BOLETA;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;VIOLACION;14-01-16;FLAGRANTE;HOMBRE;55;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;14-01-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;14-01-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;14-01-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;14-01-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;14-01-16;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;14-01-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;14-01-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;14-01-16;FLAGRANTE;MUJER;25;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;14-01-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;15-01-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;15-01-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;15-01-16;FLAGRANTE;HOMBRE;50;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;15-01-16;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 9;DMQ;QUITO;EXTORSION;15-01-16;FLAGRANTE;MUJER;37;COLOMBIA
ZONA 9;DMQ;QUITO;HURTO;15-01-16;FLAGRANTE;HOMBRE;24;VENEZUELA
ZONA 9;DMQ;QUITO;RECEPTACION;15-01-16;FLAGRANTE;HOMBRE;72;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;15-01-16;FLAGRANTE;HOMBRE;71;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;15-01-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;15-01-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;15-01-16;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;15-01-16;FLAGRANTE;MUJER;22;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;15-01-16;FLAGRANTE;HOMBRE;65;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;15-01-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;15-01-16;FLAGRANTE;HOMBRE;27;COLOMBIA
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;15-01-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;15-01-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;16-01-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;16-01-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS;16-01-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS;16-01-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;16-01-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;16-01-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;16-01-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;16-01-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;16-01-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;16-01-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;16-01-16;FLAGRANTE;MUJER;47;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A ESTABLECIMIENTOS DE COLECTIVOS U ORGANIZACIONES SOCIALES ;16-01-16;FLAGRANTE;MUJER;29;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;16-01-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;16-01-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;16-01-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;16-01-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;HOMICIDIO;16-01-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;16-01-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;16-01-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;16-01-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;16-01-16;FLAGRANTE;HOMBRE;23;COLOMBIA
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;16-01-16;FLAGRANTE;HOMBRE;20;COLOMBIA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;16-01-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;16-01-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;ESTAFA;16-01-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;16-01-16;FLAGRANTE;HOMBRE;29;COLOMBIA
ZONA 9;DMQ;QUITO;TRAFICO/TENENCIA DE MONEDA FALSA;16-01-16;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;16-01-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;16-01-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;16-01-16;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;16-01-16;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 9;DMQ;QUITO;FALSIFICACION;16-01-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;FALSIFICACION;16-01-16;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 9;DMQ;QUITO;FALSIFICACION;16-01-16;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;17-01-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;17-01-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;ACOSO SEXUAL;17-01-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;17-01-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;17-01-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;17-01-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;17-01-16;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;17-01-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;17-01-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;17-01-16;FLAGRANTE;MUJER;30;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;17-01-16;FLAGRANTE;HOMBRE;57;COLOMBIA
ZONA 9;DMQ;QUITO;HURTO;17-01-16;FLAGRANTE;MUJER;35;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;17-01-16;FLAGRANTE;MUJER;30;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;17-01-16;FLAGRANTE;MUJER;24;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;17-01-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;DELITO ADUANERO;17-01-16;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 9;DMQ;QUITO;DELITO ADUANERO;17-01-16;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 9;DMQ;QUITO;HOMICIDIO;17-01-16;FLAGRANTE;MUJER;30;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;18-01-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;18-01-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-01-16;BOLETA;HOMBRE;51;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;18-01-16;FLAGRANTE;HOMBRE;50;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-01-16;BOLETA;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;18-01-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;18-01-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;18-01-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;18-01-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;ESTAFA;18-01-16;FLAGRANTE;MUJER;39;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;18-01-16;FLAGRANTE;MUJER;41;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;18-01-16;FLAGRANTE;HOMBRE;51;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;18-01-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;18-01-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;18-01-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;18-01-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;18-01-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;18-01-16;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-01-16;BOLETA;HOMBRE;48;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;19-01-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;19-01-16;FLAGRANTE;HOMBRE;48;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;19-01-16;FLAGRANTE;HOMBRE;48;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;19-01-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;19-01-16;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-01-16;BOLETA;MUJER;33;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A ENTIDADES FINANCIERAS;19-01-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;19-01-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;19-01-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 9;DMQ;QUITO;INTIMIDACION/AMENAZA;19-01-16;FLAGRANTE;HOMBRE;21;COLOMBIA
ZONA 9;DMQ;QUITO;INTIMIDACION/AMENAZA;19-01-16;FLAGRANTE;HOMBRE;23;COLOMBIA
ZONA 9;DMQ;QUITO;INTIMIDACION/AMENAZA;19-01-16;FLAGRANTE;HOMBRE;25;COLOMBIA
ZONA 9;DMQ;QUITO;INTIMIDACION/AMENAZA;19-01-16;FLAGRANTE;HOMBRE;22;COLOMBIA
ZONA 9;DMQ;QUITO;TRAFICO/TENENCIA DE MONEDA FALSA;19-01-16;FLAGRANTE;MUJER;21;ECUADOR
ZONA 9;DMQ;QUITO;TRAFICO/TENENCIA DE MONEDA FALSA;19-01-16;FLAGRANTE;MUJER;20;ECUADOR
ZONA 9;DMQ;QUITO;ABUSO DE CONFIANZA;19-01-16;BOLETA;MUJER;31;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;19-01-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;19-01-16;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;19-01-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;19-01-16;FLAGRANTE;HOMBRE;47;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;19-01-16;FLAGRANTE;MUJER;39;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;19-01-16;FLAGRANTE;MUJER;33;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;19-01-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;19-01-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;VIOLACION;19-01-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;DELITO ENERGETICO;20-01-16;FLAGRANTE;HOMBRE;57;ECUADOR
ZONA 9;DMQ;QUITO;DELITO ENERGETICO;20-01-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;20-01-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;USURPACION FUNCIONES/SUPLANTACION DE IDENTIDAD;20-01-16;FLAGRANTE;HOMBRE;63;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;20-01-16;FLAGRANTE;HOMBRE;76;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;20-01-16;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;20-01-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;20-01-16;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;20-01-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;20-01-16;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;20-01-16;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;20-01-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;20-01-16;FLAGRANTE;MUJER;38;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;20-01-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;20-01-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;20-01-16;FLAGRANTE;HOMBRE;39;FRANCIA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;20-01-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;20-01-16;FLAGRANTE;MUJER;25;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;20-01-16;FLAGRANTE;MUJER;30;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;20-01-16;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;20-01-16;FLAGRANTE;HOMBRE;35;COLOMBIA
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;20-01-16;FLAGRANTE;MUJER;22;COLOMBIA
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;20-01-16;FLAGRANTE;HOMBRE;28;COLOMBIA
ZONA 9;DMQ;QUITO;VARIOS;20-01-16;FLAGRANTE;MUJER;26;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;21-01-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;21-01-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;21-01-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A INSTITUCIONES EDUCATIVAS;21-01-16;FLAGRANTE;HOMBRE;33;COLOMBIA
ZONA 9;DMQ;QUITO;EXTORSION;21-01-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;TRAFICO/TENENCIA DE MONEDA FALSA;21-01-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 9;DMQ;QUITO;COHECHO;21-01-16;BOLETA;HOMBRE;41;ECUADOR
ZONA 9;DMQ;QUITO;COHECHO;21-01-16;BOLETA;MUJER;48;ECUADOR
ZONA 9;DMQ;QUITO;COHECHO;21-01-16;BOLETA;HOMBRE;39;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;21-01-16;FLAGRANTE;MUJER;22;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A INSTITUCIONES PUBLICAS;21-01-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;21-01-16;BOLETA;HOMBRE;46;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;21-01-16;FLAGRANTE;HOMBRE;30;CUBA
ZONA 9;DMQ;QUITO;VARIOS;21-01-16;FLAGRANTE;MUJER;38;HAITI
ZONA 9;DMQ;QUITO;VARIOS;21-01-16;FLAGRANTE;MUJER;28;CUBA
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;22-01-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;22-01-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;22-01-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;22-01-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;22-01-16;FLAGRANTE;HOMBRE;27;COLOMBIA
ZONA 9;DMQ;QUITO;USURPACION FUNCIONES/SUPLANTACION DE IDENTIDAD;22-01-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS;22-01-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS;22-01-16;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;22-01-16;FLAGRANTE;MUJER;35;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;22-01-16;FLAGRANTE;MUJER;35;ECUADOR
ZONA 9;DMQ;QUITO;ABUSO DE CONFIANZA;22-01-16;FLAGRANTE;HOMBRE;59;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;22-01-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A MOTOS;23-01-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS;23-01-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;23-01-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;ASESINATO;23-01-16;FLAGRANTE;HOMBRE;31;ECUADOR
